                                                             1 Nov 2025 12:09:54
Satellite-GASRATS


      Time (UTCG)            x (nT)       y (nT)       z (nT)     Magnitude (nT)
-----------------------    ---------    ---------    ---------    --------------
1 Aug 2026 00:00:00.000     -4093.07    -20878.38     -2719.04          21448.85
1 Aug 2026 00:01:00.000     -2316.50    -21262.15     -4325.11          21820.90
1 Aug 2026 00:02:00.000      -399.15    -21389.74     -5723.69          22145.90
1 Aug 2026 00:03:00.000      1593.43    -21269.03     -6889.84          22413.85
1 Aug 2026 00:04:00.000      3594.67    -20928.38     -7813.12          22626.61
1 Aug 2026 00:05:00.000      5547.01    -20413.50     -8501.25          22798.06
1 Aug 2026 00:06:00.000      7410.74    -19780.57     -8980.18          22952.86
1 Aug 2026 00:07:00.000      9170.00    -19086.91     -9290.88          23124.01
1 Aug 2026 00:08:00.000     10835.00    -18381.10     -9483.27          23349.40
1 Aug 2026 00:09:00.000     12440.07    -17693.84     -9608.07          23667.33
1 Aug 2026 00:10:00.000     14037.53    -17031.55     -9707.58          24111.47
1 Aug 2026 00:11:00.000     15687.98    -16373.82     -9806.75          24706.01
1 Aug 2026 00:12:00.000     17448.57    -15675.73     -9906.38          25462.08
1 Aug 2026 00:13:00.000     19361.20    -14874.71     -9979.75          26376.29
1 Aug 2026 00:14:00.000     21442.92    -13900.53     -9973.50          27431.62
1 Aug 2026 00:15:00.000     23679.65    -12686.27     -9812.04          28599.71
1 Aug 2026 00:16:00.000     26023.56    -11178.79     -9404.70          29843.58
1 Aug 2026 00:17:00.000     28393.33     -9347.54     -8654.30          31120.00
1 Aug 2026 00:18:00.000     30676.84     -7191.77     -7467.03          32381.27
1 Aug 2026 00:19:00.000     32736.44     -4745.99     -5763.31          33577.00
1 Aug 2026 00:20:00.000     34417.47     -2083.19     -3489.60          34656.59
1 Aug 2026 00:21:00.000     35560.55       685.59      -629.80          35572.74
1 Aug 2026 00:22:00.000     36017.17      3416.40      2785.67          36285.93
1 Aug 2026 00:23:00.000     35666.30      5942.76      6675.63          36769.09
1 Aug 2026 00:24:00.000     34429.38      8090.04     10909.99          37011.61
1 Aug 2026 00:25:00.000     32280.87      9691.60     15317.98          37021.92
1 Aug 2026 00:26:00.000     29253.07     10604.09     19701.15          36828.31
1 Aug 2026 00:27:00.000     25435.14     10719.72     23849.19          36477.97
1 Aug 2026 00:28:00.000     20967.11      9974.76     27556.55          36034.41
1 Aug 2026 00:29:00.000     16029.94      8353.81     30638.19          35573.07
1 Aug 2026 00:30:00.000     10832.39      5889.94     32943.17          35175.06
1 Aug 2026 00:31:00.000      5595.70      2660.84     34364.78          34918.91
1 Aug 2026 00:32:00.000       537.74     -1218.90     34845.65          34871.11
1 Aug 2026 00:33:00.000     -4141.14     -5608.12     34377.54          35077.28
1 Aug 2026 00:34:00.000     -8268.33    -10350.21     32996.04          35556.02
1 Aug 2026 00:35:00.000    -11704.34    -15282.76     30772.46          36297.36
1 Aug 2026 00:36:00.000    -14344.02    -20244.30     27805.42          37265.59
1 Aug 2026 00:37:00.000    -16115.77    -25078.20     24214.25          38405.26
1 Aug 2026 00:38:00.000    -16981.26    -29635.19     20134.59          39648.58
1 Aug 2026 00:39:00.000    -16936.56    -33776.52     15715.19          40922.70
1 Aug 2026 00:40:00.000    -16014.12    -37379.10     11113.70          42156.41
1 Aug 2026 00:41:00.000    -14283.63    -40342.47      6490.26          43285.80
1 Aug 2026 00:42:00.000    -11849.57    -42596.01      1998.74          44258.64
1 Aug 2026 00:43:00.000     -8844.45    -44104.50     -2223.00          45037.46
1 Aug 2026 00:44:00.000     -5418.29    -44870.34     -6061.80          45600.99
1 Aug 2026 00:45:00.000     -1725.75    -44931.80     -9435.29          45944.20
1 Aug 2026 00:46:00.000      2086.83    -44357.39    -12294.40          46076.95
1 Aug 2026 00:47:00.000      5892.76    -43236.95    -14622.27          46021.40
1 Aug 2026 00:48:00.000      9592.69    -41670.67    -16429.58          45808.25
1 Aug 2026 00:49:00.000     13117.72    -39757.58    -17747.20          45472.00
1 Aug 2026 00:50:00.000     16427.13    -37585.80    -18617.29          45046.05
1 Aug 2026 00:51:00.000     19501.77    -35226.63    -19084.71          44558.51
1 Aug 2026 00:52:00.000     22335.35    -32733.60    -19190.85          44030.05
1 Aug 2026 00:53:00.000     24926.56    -30145.82    -18970.97          43474.15
1 Aug 2026 00:54:00.000     27274.76    -27493.07    -18454.81          42899.43
1 Aug 2026 00:55:00.000     29379.25    -24800.00    -17668.55          42312.63
1 Aug 2026 00:56:00.000     31240.80    -22087.47    -16635.92          41720.47
1 Aug 2026 00:57:00.000     32862.06    -19371.80    -15377.16          41129.53
1 Aug 2026 00:58:00.000     34245.28    -16663.82    -13906.77          40544.06
1 Aug 2026 00:59:00.000     35387.53    -13970.42    -12232.07          39963.40
1 Aug 2026 01:00:00.000     36276.07    -11298.83    -10354.68          39380.66
1 Aug 2026 01:01:00.000     36887.17     -8662.43     -8275.18          38783.75
1 Aug 2026 01:02:00.000     37189.60     -6084.77     -5999.06          38158.61
1 Aug 2026 01:03:00.000     37151.41     -3600.16     -3540.92          37493.02
1 Aug 2026 01:04:00.000     36746.26     -1250.60      -925.18          36779.18
1 Aug 2026 01:05:00.000     35956.54       918.36      1816.32          36014.10
1 Aug 2026 01:06:00.000     34772.34      2860.20      4647.09          35197.89
1 Aug 2026 01:07:00.000     33188.99      4527.37      7526.22          34331.47
1 Aug 2026 01:08:00.000     31206.85      5869.77     10405.23          33415.42
1 Aug 2026 01:09:00.000     28835.47      6835.13     13223.39          32450.90
1 Aug 2026 01:10:00.000     26101.39      7373.32     15905.44          31442.51
1 Aug 2026 01:11:00.000     23055.52      7444.86     18364.72          30401.42
1 Aug 2026 01:12:00.000     19775.63      7030.56     20512.24          29347.17
1 Aug 2026 01:13:00.000     16361.65      6138.28     22268.91          28307.00
1 Aug 2026 01:14:00.000     12925.03      4803.92     23576.31          27312.57
1 Aug 2026 01:15:00.000      9576.04      3086.51     24402.42          26395.17
1 Aug 2026 01:16:00.000      6413.44      1059.91     24741.10          25580.80
1 Aug 2026 01:17:00.000      3519.16     -1195.13     24607.29          24886.38
1 Aug 2026 01:18:00.000       957.33     -3596.31     24031.21          24317.67
1 Aug 2026 01:19:00.000     -1224.56     -6061.99     23054.07          23869.18
1 Aug 2026 01:20:00.000     -2994.85     -8512.09     21726.29          23525.66
1 Aug 2026 01:21:00.000     -4338.62    -10869.72     20107.01          23265.13
1 Aug 2026 01:22:00.000     -5259.40    -13064.98     18263.06          23062.83
1 Aug 2026 01:23:00.000     -5780.08    -15040.44     16266.12          22895.65
1 Aug 2026 01:24:00.000     -5941.46    -16757.01     14187.51          22746.07
1 Aug 2026 01:25:00.000     -5797.51    -18198.06     12091.79          22605.13
1 Aug 2026 01:26:00.000     -5407.90    -19370.36     10030.27          22473.60
1 Aug 2026 01:27:00.000     -4828.91    -20300.84      8036.24          22361.21
1 Aug 2026 01:28:00.000     -4104.40    -21029.13      6123.22          22283.72
1 Aug 2026 01:29:00.000     -3259.15    -21596.93      4287.45          22258.29
1 Aug 2026 01:30:00.000     -2296.56    -22036.35      2514.78          22297.96
1 Aug 2026 01:31:00.000     -1202.30    -22360.13       790.77          22406.39
1 Aug 2026 01:32:00.000        46.01    -22557.14      -888.39          22574.68
1 Aug 2026 01:33:00.000      1465.38    -22595.19     -2508.08          22781.14
1 Aug 2026 01:34:00.000      3054.38    -22431.13     -4033.41          22994.64
1 Aug 2026 01:35:00.000      4785.03    -22025.41     -5414.75          23180.48
1 Aug 2026 01:36:00.000      6602.95    -21356.35     -6598.94          23307.48
1 Aug 2026 01:37:00.000      8436.13    -20429.51     -7542.54          23354.30
1 Aug 2026 01:38:00.000     10209.44    -19279.12     -8222.27          23313.57
1 Aug 2026 01:39:00.000     11860.00    -17961.79     -8639.61          23193.28
1 Aug 2026 01:40:00.000     13348.77    -16545.09     -8818.56          23015.14
1 Aug 2026 01:41:00.000     14665.50    -15094.84     -8798.30          22810.99
1 Aug 2026 01:42:00.000     15826.91    -13664.62     -8623.75          22618.18
1 Aug 2026 01:43:00.000     16870.26    -12289.02     -8336.79          22475.05
1 Aug 2026 01:44:00.000     17844.67    -10981.04     -7969.50          22417.15
1 Aug 2026 01:45:00.000     18802.58     -9732.44     -7539.47          22474.45
1 Aug 2026 01:46:00.000     19791.67     -8516.41     -7046.39          22669.16
1 Aug 2026 01:47:00.000     20847.37     -7292.12     -6469.50          23013.96
1 Aug 2026 01:48:00.000     21985.34     -6011.41     -5766.35          23510.49
1 Aug 2026 01:49:00.000     23194.10     -4627.58     -4874.11          24148.24
1 Aug 2026 01:50:00.000     24429.19     -3105.94     -3714.91          24904.47
1 Aug 2026 01:51:00.000     25610.44     -1434.70     -2205.91          25745.27
1 Aug 2026 01:52:00.000     26624.32       365.69      -273.44          26628.24
1 Aug 2026 01:53:00.000     27332.50      2236.95      2130.86          27506.54
1 Aug 2026 01:54:00.000     27586.33      4082.79      5014.96          28334.15
1 Aug 2026 01:55:00.000     27245.61      5774.92      8335.73          29071.59
1 Aug 2026 01:56:00.000     26198.63      7164.67     11995.19          29691.51
1 Aug 2026 01:57:00.000     24379.98      8098.86     15844.81          30183.33
1 Aug 2026 01:58:00.000     21782.93      8437.36     19697.48          30556.10
1 Aug 2026 01:59:00.000     18464.21      8069.60     23344.94          30838.80
1 Aug 2026 02:00:00.000     14540.59      6927.74     26578.07          31077.58
1 Aug 2026 02:01:00.000     10178.03      4994.36     29206.70          31329.97
1 Aug 2026 02:02:00.000      5575.61      2304.09     31076.45          31656.62
1 Aug 2026 02:03:00.000       946.86     -1060.87     32080.55          32112.05
1 Aug 2026 02:04:00.000     -3498.80     -4980.35     32165.67          32736.46
1 Aug 2026 02:05:00.000     -7571.87     -9309.05     31331.45          33550.73
1 Aug 2026 02:06:00.000    -11114.17    -13890.61     29624.43          34555.48
1 Aug 2026 02:07:00.000    -14004.63    -18570.36     27127.96          35733.93
1 Aug 2026 02:08:00.000    -16159.68    -23204.88     23950.10          37056.84
1 Aug 2026 02:09:00.000    -17529.14    -27667.26     20212.22          38487.42
1 Aug 2026 02:10:00.000    -18089.87    -31847.77     16040.22          39985.15
1 Aug 2026 02:11:00.000    -17839.32    -35651.27     11559.78          41507.63
1 Aug 2026 02:12:00.000    -16791.28    -38993.09      6895.54          43011.12
1 Aug 2026 02:13:00.000    -14975.12    -41795.62      2172.95          44450.53
1 Aug 2026 02:14:00.000    -12438.41    -43987.54     -2479.39          45779.53
1 Aug 2026 02:15:00.000     -9251.71    -45506.71     -6929.14          46951.76
1 Aug 2026 02:16:00.000     -5513.01    -46306.61    -11043.27          47923.37
1 Aug 2026 02:17:00.000     -1349.01    -46364.93    -14695.18          48656.71
1 Aug 2026 02:18:00.000      3089.04    -45691.71    -17775.16          49124.65
1 Aug 2026 02:19:00.000      7635.68    -44334.03    -20201.73          49314.50
1 Aug 2026 02:20:00.000     12126.51    -42374.62    -21930.71          49230.24
1 Aug 2026 02:21:00.000     16414.71    -39923.63    -22958.88          48892.22
1 Aug 2026 02:22:00.000     20384.37    -37104.92    -23320.86          48333.85
1 Aug 2026 02:23:00.000     23956.91    -34040.55    -23079.78          47595.89
1 Aug 2026 02:24:00.000     27089.11    -30837.91    -22314.69          46719.83
1 Aug 2026 02:25:00.000     29764.82    -27582.98    -21108.75          45742.15
1 Aug 2026 02:26:00.000     31984.43    -24340.42    -19541.24          44691.38
1 Aug 2026 02:27:00.000     33756.73    -21158.49    -17684.63          43588.36
1 Aug 2026 02:28:00.000     35095.67    -18075.10    -15605.10          42449.20
1 Aug 2026 02:29:00.000     36021.37    -15121.46    -13363.63          41289.03
1 Aug 2026 02:30:00.000     36562.36    -12322.22    -11015.09          40124.49
1 Aug 2026 02:31:00.000     36755.29     -9693.56     -8604.77          38973.82
1 Aug 2026 02:32:00.000     36640.49     -7241.94     -6164.04          37854.54
1 Aug 2026 02:33:00.000     36254.28     -4966.01     -3707.92          36780.19
1 Aug 2026 02:34:00.000     35621.55     -2862.07     -1236.78          35757.74
1 Aug 2026 02:35:00.000     34751.97      -931.02      1257.73          34787.19
1 Aug 2026 02:36:00.000     33641.30       816.09      3784.47          33863.33
1 Aug 2026 02:37:00.000     32276.89      2356.04      6345.31          32978.96
1 Aug 2026 02:38:00.000     30644.51      3655.41      8930.19          32127.81
1 Aug 2026 02:39:00.000     28733.77      4674.83     11515.31          31306.33
1 Aug 2026 02:40:00.000     26541.37      5373.55     14063.36          30513.89
1 Aug 2026 02:41:00.000     24072.96      5712.99     16524.24          29752.25
1 Aug 2026 02:42:00.000     21345.56      5659.39     18835.92          29025.05
1 Aug 2026 02:43:00.000     18391.29      5186.70     20926.28          28338.15
1 Aug 2026 02:44:00.000     15261.40      4280.74     22717.47          27700.52
1 Aug 2026 02:45:00.000     12028.38      2944.10     24133.30          27125.00
1 Aug 2026 02:46:00.000      8783.61      1200.29     25108.90          26627.98
1 Aug 2026 02:47:00.000      5629.98      -905.01     25600.01          26227.39
1 Aug 2026 02:48:00.000      2671.24     -3306.80     25588.74          25939.43
1 Aug 2026 02:49:00.000         1.40     -5927.05     25084.23          25774.96
1 Aug 2026 02:50:00.000     -2302.60     -8682.32     24118.24          25736.63
1 Aug 2026 02:51:00.000     -4183.16    -11489.81     22738.16          25817.41
1 Aug 2026 02:52:00.000     -5600.28    -14270.22     21000.51          26000.45
1 Aug 2026 02:53:00.000     -6528.47    -16947.34     18967.44          26260.18
1 Aug 2026 02:54:00.000     -6955.30    -19446.26     16706.64          26563.97
1 Aug 2026 02:55:00.000     -6883.27    -21692.85     14293.15          26874.77
1 Aug 2026 02:56:00.000     -6334.37    -23616.78     11810.29          27154.36
1 Aug 2026 02:57:00.000     -5354.89    -25158.16      9347.32          27367.51
1 Aug 2026 02:58:00.000     -4017.13    -26276.50      6992.70          27486.17
1 Aug 2026 02:59:00.000     -2415.65    -26958.76      4824.05          27493.30
1 Aug 2026 03:00:00.000      -657.56    -27223.39      2897.36          27385.03
1 Aug 2026 03:01:00.000      1151.47    -27118.23      1238.87          27170.92
1 Aug 2026 03:02:00.000      2922.11    -26711.87      -157.77          26871.69
1 Aug 2026 03:03:00.000      4593.13    -26080.44     -1327.50          26515.06
1 Aug 2026 03:04:00.000      6137.06    -25292.92     -2323.59          26130.34
1 Aug 2026 03:05:00.000      7557.98    -24399.01     -3203.58          25742.92
1 Aug 2026 03:06:00.000      8882.11    -23422.66     -4014.73          25369.88
1 Aug 2026 03:07:00.000     10143.85    -22363.16     -4783.00          25017.71
1 Aug 2026 03:08:00.000     11371.28    -21203.35     -5508.49          24682.62
1 Aug 2026 03:09:00.000     12575.31    -19922.18     -6168.65          24353.32
1 Aug 2026 03:10:00.000     13745.96    -18507.82     -6727.93          24015.74
1 Aug 2026 03:11:00.000     14856.45    -16966.74     -7150.77          23658.36
1 Aug 2026 03:12:00.000     15873.55    -15326.05     -7413.30          23276.91
1 Aug 2026 03:13:00.000     16770.03    -13628.42     -7510.01          22877.24
1 Aug 2026 03:14:00.000     17534.71    -11921.89     -7453.40          22475.56
1 Aug 2026 03:15:00.000     18176.67    -10248.54     -7267.56          22096.18
1 Aug 2026 03:16:00.000     18722.88     -8635.92     -6978.77          21767.60
1 Aug 2026 03:17:00.000     19211.22     -7093.46     -6606.47          21518.22
1 Aug 2026 03:18:00.000     19682.08     -5613.73     -6157.15          21373.08
1 Aug 2026 03:19:00.000     20171.00     -4176.58     -5621.23          21352.08
1 Aug 2026 03:20:00.000     20703.04     -2753.98     -4971.99          21469.07
1 Aug 2026 03:21:00.000     21287.40     -1314.85     -4165.07          21730.85
1 Aug 2026 03:22:00.000     21910.70       169.39     -3139.11          22135.08
1 Aug 2026 03:23:00.000     22529.07      1716.85     -1819.52          22667.53
1 Aug 2026 03:24:00.000     23061.65      3324.51      -127.91          23300.39
1 Aug 2026 03:25:00.000     23390.35      4956.72      2001.78          23993.43
1 Aug 2026 03:26:00.000     23369.46      6536.95      4602.76          24699.16
1 Aug 2026 03:27:00.000     22845.91      7947.40      7655.95          25371.45
1 Aug 2026 03:28:00.000     21686.53      9038.77     11077.93          25975.48
1 Aug 2026 03:29:00.000     19805.22      9649.38     14721.03          26496.53
1 Aug 2026 03:30:00.000     17183.04      9629.06     18386.33          26944.99
1 Aug 2026 03:31:00.000     13876.23      8862.23     21846.35          27356.02
1 Aug 2026 03:32:00.000     10011.56      7285.16     24871.77          27783.26
1 Aug 2026 03:33:00.000      5771.42      4894.96     27256.75          28287.81
1 Aug 2026 03:34:00.000      1372.85      1750.11     28839.08          28924.74
1 Aug 2026 03:35:00.000     -2955.57     -2036.17     29513.62          29731.05
1 Aug 2026 03:36:00.000     -6996.17     -6308.41     29238.68          30718.77
1 Aug 2026 03:37:00.000    -10561.62    -10885.58     28035.47          31875.24
1 Aug 2026 03:38:00.000    -13509.18    -15580.59     25980.54          33169.88
1 Aug 2026 03:39:00.000    -15747.71    -20219.40     23191.96          34564.16
1 Aug 2026 03:40:00.000    -17236.13    -24656.45     19811.38          36021.04
1 Aug 2026 03:41:00.000    -17974.09    -28783.09     15985.56          37510.96
1 Aug 2026 03:42:00.000    -17987.87    -32527.32     11851.42          39013.41
1 Aug 2026 03:43:00.000    -17315.65    -35846.16      7527.68          40514.74
1 Aug 2026 03:44:00.000    -15996.36    -38713.73      3113.76          42003.95
1 Aug 2026 03:45:00.000    -14064.36    -41109.21     -1305.55          43468.12
1 Aug 2026 03:46:00.000    -11549.95    -43007.81     -5652.35          44889.00
1 Aug 2026 03:47:00.000     -8484.54    -44376.44     -9847.76          46241.05
1 Aug 2026 03:48:00.000     -4908.29    -45174.29    -13806.02          47491.20
1 Aug 2026 03:49:00.000      -878.53    -45357.90    -17431.62          48600.13
1 Aug 2026 03:50:00.000      3523.00    -44889.81    -20620.67          49524.93
1 Aug 2026 03:51:00.000      8186.10    -43749.54    -23266.75          50223.27
1 Aug 2026 03:52:00.000     12973.33    -41944.55    -25271.04          50658.44
1 Aug 2026 03:53:00.000     17727.63    -39518.06    -26554.93          50804.63
1 Aug 2026 03:54:00.000     22285.71    -36550.79    -27072.11          50650.89
1 Aug 2026 03:55:00.000     26494.12    -33155.14    -26816.38          50202.79
1 Aug 2026 03:56:00.000     30223.73    -29463.08    -25823.04          49481.07
1 Aug 2026 03:57:00.000     33378.83    -25611.53    -24163.52          48517.75
1 Aug 2026 03:58:00.000     35899.60    -21729.39    -21935.56          47350.99
1 Aug 2026 03:59:00.000     37759.31    -17929.44    -19252.32          46020.45
1 Aug 2026 04:00:00.000     38959.44    -14305.42    -16232.94          44564.46
1 Aug 2026 04:01:00.000     39525.59    -10932.48    -12995.63          43019.51
1 Aug 2026 04:02:00.000     39505.00     -7868.07     -9652.35          41421.25
1 Aug 2026 04:03:00.000     38964.40     -5151.50     -6303.68          39805.76
1 Aug 2026 04:04:00.000     37986.05     -2802.38     -3033.18          38209.86
1 Aug 2026 04:05:00.000     36660.33      -819.63        98.26          36669.63
1 Aug 2026 04:06:00.000     35075.28       816.78      3056.31          35217.66
1 Aug 2026 04:07:00.000     33305.13      2140.25      5833.73          33879.85
1 Aug 2026 04:08:00.000     31400.84      3188.48      8446.34          32672.92
1 Aug 2026 04:09:00.000     29385.16      3992.76     10924.79          31603.49
1 Aug 2026 04:10:00.000     27253.54      4568.40     13303.10          30669.17
1 Aug 2026 04:11:00.000     24981.00      4908.62     15606.19          29861.32
1 Aug 2026 04:12:00.000     22533.70      4983.83     17838.56          29168.83
1 Aug 2026 04:13:00.000     19883.03      4746.89     19976.70          28582.10
1 Aug 2026 04:14:00.000     17019.37      4143.69     21967.39          28096.18
1 Aug 2026 04:15:00.000     13962.35      3126.46     23732.77          27712.20
1 Aug 2026 04:16:00.000     10765.14      1667.05     25181.45          27436.71
1 Aug 2026 04:17:00.000      7511.63      -233.64     26223.26          27278.91
1 Aug 2026 04:18:00.000      4307.41     -2541.83     26783.82          27246.79
1 Aug 2026 04:19:00.000      1266.93     -5193.46     26815.77          27343.42
1 Aug 2026 04:20:00.000     -1499.77     -8101.70     26304.36          27564.58
1 Aug 2026 04:21:00.000     -3898.01    -11167.02     25267.11          27898.46
1 Aug 2026 04:22:00.000     -5855.53    -14287.43     23748.85          28327.12
1 Aug 2026 04:23:00.000     -7324.91    -17366.91     21813.91          28828.99
1 Aug 2026 04:24:00.000     -8282.23    -20321.04     19537.64          29381.27
1 Aug 2026 04:25:00.000     -8722.65    -23079.40     16998.76          29961.66
1 Aug 2026 04:26:00.000     -8654.54    -25584.58     14274.12          30548.69
1 Aug 2026 04:27:00.000     -8094.04    -27788.51     11436.55          31120.89
1 Aug 2026 04:28:00.000     -7062.08    -29647.41      8556.22          31655.19
1 Aug 2026 04:29:00.000     -5585.29    -31117.67      5704.37          32125.45
1 Aug 2026 04:30:00.000     -3701.14    -32155.03      2957.18          32502.14
1 Aug 2026 04:31:00.000     -1465.20    -32718.64       397.07          32753.83
1 Aug 2026 04:32:00.000      1042.71    -32779.48     -1890.82          32850.52
1 Aug 2026 04:33:00.000      3717.18    -32330.77     -3827.38          32768.05
1 Aug 2026 04:34:00.000      6432.82    -31396.40     -5351.55          32492.37
1 Aug 2026 04:35:00.000      9056.76    -30034.16     -6432.26          32022.64
1 Aug 2026 04:36:00.000     11465.25    -28331.70     -7076.18          31372.11
1 Aug 2026 04:37:00.000     13560.25    -26395.93     -7328.77          30566.92
1 Aug 2026 04:38:00.000     15281.88    -24338.36     -7267.86          29643.09
1 Aug 2026 04:39:00.000     16613.94    -22259.80     -6990.99          28642.55
1 Aug 2026 04:40:00.000     17581.56    -20238.12     -6599.58          27608.82
1 Aug 2026 04:41:00.000     18241.86    -18321.27     -6183.15          26583.18
1 Aug 2026 04:42:00.000     18670.13    -16526.93     -5807.08          25601.47
1 Aug 2026 04:43:00.000     18944.81    -14848.04     -5506.13          24691.86
1 Aug 2026 04:44:00.000     19134.64    -13262.55     -5284.70          23873.79
1 Aug 2026 04:45:00.000     19290.78    -11744.23     -5123.21          23158.33
1 Aug 2026 04:46:00.000     19444.97    -10271.67     -4988.13          22549.84
1 Aug 2026 04:47:00.000     19613.10     -8832.94     -4842.67          22048.72
1 Aug 2026 04:48:00.000     19801.95     -7425.21     -4654.98          21654.56
1 Aug 2026 04:49:00.000     20016.14     -6050.39     -4401.78          21368.87
1 Aug 2026 04:50:00.000     20262.82     -4708.87     -4067.09          21196.61
1 Aug 2026 04:51:00.000     20552.66     -3394.11     -3636.77          21146.11
1 Aug 2026 04:52:00.000     20896.68     -2089.86     -3090.95          21227.16
1 Aug 2026 04:53:00.000     21299.33      -771.44     -2396.46          21447.60
1 Aug 2026 04:54:00.000     21748.91       588.58     -1502.24          21808.67
1 Aug 2026 04:55:00.000     22207.01      2010.78      -340.02          22300.45
1 Aug 2026 04:56:00.000     22600.24      3496.40      1167.46          22898.88
1 Aug 2026 04:57:00.000     22817.84      5014.79      3090.41          23565.92
1 Aug 2026 04:58:00.000     22718.95      6494.35      5470.52          24253.95
1 Aug 2026 04:59:00.000     22150.65      7821.08      8299.13          24913.78
1 Aug 2026 05:00:00.000     20974.39      8847.40     11501.93          25504.82
1 Aug 2026 05:01:00.000     19094.61      9410.66     14935.98          26004.77
1 Aug 2026 05:02:00.000     16481.94      9357.78     18401.25          26416.44
1 Aug 2026 05:03:00.000     13184.39      8569.62     21664.34          26769.57
1 Aug 2026 05:04:00.000      9324.48      6979.48     24488.09          27116.89
1 Aug 2026 05:05:00.000      5084.42      4582.00     26659.87          27524.44
1 Aug 2026 05:06:00.000       684.46      1432.75     28013.09          28058.05
1 Aug 2026 05:07:00.000     -3640.11     -2359.13     28440.24          28769.13
1 Aug 2026 05:08:00.000     -7660.14     -6642.06     27898.22          29683.42
1 Aug 2026 05:09:00.000    -11170.96    -11235.23     26408.15          30796.28
1 Aug 2026 05:10:00.000    -14007.91    -15943.44     24050.66          32075.68
1 Aug 2026 05:11:00.000    -16058.66    -20573.78     20956.41          33471.36
1 Aug 2026 05:12:00.000    -17270.13    -24953.19     17291.11          34927.09
1 Aug 2026 05:13:00.000    -17647.71    -28944.14     13235.97          36392.25
1 Aug 2026 05:14:00.000    -17245.60    -32454.78      8966.31          37830.12
1 Aug 2026 05:15:00.000    -16149.53    -35440.68      4633.10          39221.35
1 Aug 2026 05:16:00.000    -14456.28    -37897.53       351.66          40562.68
1 Aug 2026 05:17:00.000    -12254.93    -39847.17     -3800.10          41861.93
1 Aug 2026 05:18:00.000     -9614.47    -41320.72     -7774.81          43131.05
1 Aug 2026 05:19:00.000     -6579.91    -42343.31    -11542.91          44378.94
1 Aug 2026 05:20:00.000     -3176.77    -42923.34    -15078.38          45605.51
1 Aug 2026 05:21:00.000       578.19    -43048.01    -18346.23          46797.96
1 Aug 2026 05:22:00.000      4663.07    -42685.46    -21294.46          47929.60
1 Aug 2026 05:23:00.000      9036.94    -41792.91    -23851.68          48961.38
1 Aug 2026 05:24:00.000     13629.46    -40329.12    -25930.76          49845.81
1 Aug 2026 05:25:00.000     18336.40    -38268.81    -27437.55          50532.61
1 Aug 2026 05:26:00.000     23022.68    -35615.55    -28283.24          50975.03
1 Aug 2026 05:27:00.000     27531.99    -32410.26    -28397.43          51135.60
1 Aug 2026 05:28:00.000     31700.93    -28733.03    -27739.36          50990.27
1 Aug 2026 05:29:00.000     35374.16    -24698.47    -26305.27          50530.31
1 Aug 2026 05:30:00.000     38417.57    -20446.18    -24131.11          49762.10
1 Aug 2026 05:31:00.000     40728.15    -16129.00    -21290.88          48705.52
1 Aug 2026 05:32:00.000     42240.18    -11901.12    -17891.64          47391.77
1 Aug 2026 05:33:00.000     42928.75     -7907.34    -14065.87          45861.22
1 Aug 2026 05:34:00.000     42810.56     -4273.78     -9961.58          44161.55
1 Aug 2026 05:35:00.000     41941.86     -1100.34     -5730.71          42345.86
1 Aug 2026 05:36:00.000     40412.67      1544.62     -1516.86          40470.61
1 Aug 2026 05:37:00.000     38337.27      3626.47      2555.92          38593.13
1 Aug 2026 05:38:00.000     35842.00      5142.88      6391.39          36768.84
1 Aug 2026 05:39:00.000     33052.32      6119.00      9925.21          35048.65
1 Aug 2026 05:40:00.000     30081.03      6599.98     13124.70          33476.65
1 Aug 2026 05:41:00.000     27019.14      6642.18     15984.90          32088.46
1 Aug 2026 05:42:00.000     23929.86      6303.77     18521.69          30910.01
1 Aug 2026 05:43:00.000     20846.41      5635.64     20762.65          29956.98
1 Aug 2026 05:44:00.000     17774.17      4673.43     22735.91          29234.97
1 Aug 2026 05:45:00.000     14698.29      3432.48     24458.32          28740.75
1 Aug 2026 05:46:00.000     11596.56      1907.50     25925.04          28464.48
1 Aug 2026 05:47:00.000      8455.57        78.53     27104.01          28392.43
1 Aug 2026 05:48:00.000      5286.23     -2077.51     27937.80          28509.31
1 Aug 2026 05:49:00.000      2133.67     -4572.31     28353.71          28799.16
1 Aug 2026 05:50:00.000      -921.81     -7393.06     28279.73          29244.66
1 Aug 2026 05:51:00.000     -3773.56    -10494.93     27661.85          29825.51
1 Aug 2026 05:52:00.000     -6304.18    -13801.30     26477.69          30516.99
1 Aug 2026 05:53:00.000     -8403.22    -17211.12     24742.98          31289.80
1 Aug 2026 05:54:00.000     -9982.05    -20610.75     22510.14          32111.54
1 Aug 2026 05:55:00.000    -10983.17    -23886.64     19860.74          32949.22
1 Aug 2026 05:56:00.000    -11382.91    -26936.18     16894.73          33772.18
1 Aug 2026 05:57:00.000    -11189.05    -29674.98     13719.16          34554.52
1 Aug 2026 05:58:00.000    -10434.59    -32040.47     10438.34          35276.49
1 Aug 2026 05:59:00.000     -9169.60    -33991.61      7146.23          35924.64
1 Aug 2026 06:00:00.000     -7452.59    -35505.30      3922.20          36490.43
1 Aug 2026 06:01:00.000     -5343.00    -36569.97       830.60          36967.56
